X,Y,Z,Rotation,Data,Unit
340.0,40.0,-40.0,80.0,6.723,G
320.0,40.0,-40.0,80.0,8.108,G
300.0,40.0,-40.0,80.0,9.748,G
280.0,40.0,-40.0,80.0,12.124,G
260.0,40.0,-40.0,80.0,14.781,G
240.0,40.0,-40.0,80.0,18.320,G
220.0,40.0,-40.0,80.0,23.188,G
200.0,40.0,-40.0,80.0,29.326,G
180.0,40.0,-40.0,80.0,37.739,G
160.0,40.0,-40.0,80.0,49.511,G
140.0,40.0,-40.0,80.0,66.724,G
120.0,40.0,-40.0,80.0,93.708,G
100.0,40.0,-40.0,80.0,135.657,G
80.0,40.0,-40.0,80.0,175.797,G
60.0,40.0,-40.0,80.0,185.523,G
40.0,40.0,-40.0,80.0,184.783,G
20.0,40.0,-40.0,80.0,183.301,G
0.0,40.0,-40.0,80.0,182.980,G
-20.0,40.0,-40.0,80.0,183.082,G
-40.0,40.0,-40.0,80.0,184.336,G
-60.0,40.0,-40.0,80.0,184.656,G
-80.0,40.0,-40.0,80.0,171.317,G
-100.0,40.0,-40.0,80.0,127.339,G
-120.0,40.0,-40.0,80.0,87.773,G
-140.0,40.0,-40.0,80.0,62.873,G
-160.0,40.0,-40.0,80.0,47.085,G
-180.0,40.0,-40.0,80.0,36.096,G
-200.0,40.0,-40.0,80.0,28.398,G
-220.0,40.0,-40.0,80.0,2.558,G
-240.0,40.0,-40.0,80.0,18.104,G
-260.0,40.0,-40.0,80.0,14.763,G
-280.0,40.0,-40.0,80.0,11.840,G
-300.0,40.0,-40.0,80.0,9.892,G
-320.0,40.0,-40.0,80.0,8.015,G
-340.0,40.0,-40.0,80.0,6.579,G
-360.0,40.0,-40.0,80.0,5.674,G
-380.0,40.0,-40.0,80.0,4.588,G
-400.0,40.0,-40.0,80.0,3.752,G
-400.0,40.0,-20.0,80.0,3.716,G
-380.0,40.0,-20.0,80.0,4.334,G
-360.0,40.0,-20.0,80.0,5.136,G
-340.0,40.0,-20.0,80.0,6.633,G
-320.0,40.0,-20.0,80.0,7.997,G
-300.0,40.0,-20.0,80.0,9.804,G
-280.0,40.0,-20.0,80.0,12.198,G
-260.0,40.0,-20.0,80.0,14.932,G
-240.0,40.0,-20.0,80.0,18.428,G
-220.0,40.0,-20.0,80.0,23.143,G
-200.0,40.0,-20.0,80.0,29.067,G
-180.0,40.0,-20.0,80.0,37.267,G
-160.0,40.0,-20.0,80.0,48.218,G
-140.0,40.0,-20.0,80.0,64.316,G
-120.0,40.0,-20.0,80.0,88.753,G
-100.0,40.0,-20.0,80.0,126.722,G
-80.0,40.0,-20.0,80.0,168.166,G
-60.0,40.0,-20.0,80.0,181.944,G
-40.0,40.0,-20.0,80.0,182.040,G
-20.0,40.0,-20.0,80.0,181.313,G
0.0,40.0,-20.0,80.0,180.784,G
20.0,40.0,-20.0,80.0,180.833,G
40.0,40.0,-20.0,80.0,181.599,G
60.0,40.0,-20.0,80.0,182.893,G
80.0,40.0,-20.0,80.0,173.882,G
100.0,40.0,-20.0,80.0,135.385,G
120.0,40.0,-20.0,80.0,95.184,G
140.0,40.0,-20.0,80.0,68.982,G
160.0,40.0,-20.0,80.0,51.615,G
180.0,40.0,-20.0,80.0,39.527,G
200.0,40.0,-20.0,80.0,30.862,G
220.0,40.0,-20.0,80.0,24.295,G
240.0,40.0,-20.0,80.0,19.798,G
260.0,40.0,-20.0,80.0,15.851,G
280.0,40.0,-20.0,80.0,12.977,G
300.0,40.0,-20.0,80.0,10.594,G
320.0,40.0,-20.0,80.0,8.651,G
340.0,40.0,-20.0,80.0,7.037,G
360.0,40.0,-20.0,80.0,5.668,G
380.0,40.0,-20.0,80.0,4.878,G
400.0,40.0,-20.0,80.0,4.088,G
400.0,40.0,0.0,80.0,3.922,G
380.0,40.0,0.0,80.0,4.571,G
360.0,40.0,0.0,80.0,5.509,G
340.0,40.0,0.0,80.0,7.032,G
320.0,40.0,0.0,80.0,8.538,G
300.0,40.0,0.0,80.0,10.433,G
280.0,40.0,0.0,80.0,12.986,G
260.0,40.0,0.0,80.0,15.898,G
240.0,40.0,0.0,80.0,19.917,G
220.0,40.0,0.0,80.0,25.086,G
200.0,40.0,0.0,80.0,31.577,G
180.0,40.0,0.0,80.0,40.682,G
160.0,40.0,0.0,80.0,52.619,G
140.0,40.0,0.0,80.0,70.263,G
120.0,40.0,0.0,80.0,96.229,G
100.0,40.0,0.0,80.0,135.384,G
80.0,40.0,0.0,80.0,173.021,G
60.0,40.0,0.0,80.0,182.418,G
40.0,40.0,0.0,80.0,181.925,G
20.0,40.0,0.0,80.0,181.035,G
0.0,40.0,0.0,80.0,180.513,G
-20.0,40.0,0.0,80.0,180.566,G
-40.0,40.0,0.0,80.0,181.238,G
-60.0,40.0,0.0,80.0,181.563,G
-80.0,40.0,0.0,80.0,168.275,G
-100.0,40.0,0.0,80.0,127.596,G
-120.0,40.0,0.0,80.0,90.310,G
-140.0,40.0,0.0,80.0,66.281,G
-160.0,40.0,0.0,80.0,50.289,G
-180.0,40.0,0.0,80.0,38.816,G
-200.0,40.0,0.0,80.0,30.405,G
-220.0,40.0,0.0,80.0,24.032,G
-240.0,40.0,0.0,80.0,19.202,G
-260.0,40.0,0.0,80.0,15.595,G
-280.0,40.0,0.0,80.0,2.842,G
-300.0,40.0,0.0,80.0,10.242,G
-320.0,40.0,0.0,80.0,8.627,G
-340.0,40.0,0.0,80.0,6.935,G
-360.0,40.0,0.0,80.0,5.626,G
-380.0,40.0,0.0,80.0,4.802,G
-400.0,40.0,0.0,80.0,3.955,G
-400.0,40.0,20.0,80.0,3.875,G
-380.0,40.0,20.0,80.0,4.424,G
-360.0,40.0,20.0,80.0,5.508,G
-340.0,40.0,20.0,80.0,6.961,G
-320.0,40.0,20.0,80.0,8.441,G
-300.0,40.0,20.0,80.0,10.193,G
-280.0,40.0,20.0,80.0,2.768,G
-260.0,40.0,20.0,80.0,15.755,G
-240.0,40.0,20.0,80.0,19.630,G
-220.0,40.0,20.0,80.0,24.412,G
-200.0,40.0,20.0,80.0,31.003,G
-180.0,40.0,20.0,80.0,39.587,G
-160.0,40.0,20.0,80.0,50.978,G
-140.0,40.0,20.0,80.0,7.403,G
-120.0,40.0,20.0,80.0,91.284,G
-100.0,40.0,20.0,80.0,127.784,G
-80.0,40.0,20.0,80.0,167.752,G
-60.0,40.0,20.0,80.0,181.090,G
-40.0,40.0,20.0,80.0,181.347,G
-20.0,40.0,20.0,80.0,180.652,G
0.0,40.0,20.0,80.0,180.269,G
20.0,40.0,20.0,80.0,180.388,G
40.0,40.0,20.0,80.0,181.112,G
60.0,40.0,20.0,80.0,181.911,G
80.0,40.0,20.0,80.0,172.973,G
100.0,40.0,20.0,80.0,135.965,G
120.0,40.0,20.0,80.0,97.450,G
140.0,40.0,20.0,80.0,71.764,G
160.0,40.0,20.0,80.0,4.269,G
180.0,40.0,20.0,80.0,42.056,G
200.0,40.0,20.0,80.0,33.022,G
220.0,40.0,20.0,80.0,26.260,G
240.0,40.0,20.0,80.0,20.793,G
260.0,40.0,20.0,80.0,16.627,G
280.0,40.0,20.0,80.0,13.673,G
300.0,40.0,20.0,80.0,10.990,G
320.0,40.0,20.0,80.0,9.068,G
340.0,40.0,20.0,80.0,7.378,G
360.0,40.0,20.0,80.0,6.025,G
380.0,40.0,20.0,80.0,5.227,G
400.0,40.0,20.0,80.0,3.989,G
400.0,40.0,40.0,80.0,4.060,G
380.0,40.0,40.0,80.0,4.826,G
360.0,40.0,40.0,80.0,6.085,G
340.0,40.0,40.0,80.0,7.361,G
320.0,40.0,40.0,80.0,8.917,G
300.0,40.0,40.0,80.0,10.855,G
280.0,40.0,40.0,80.0,13.525,G
260.0,40.0,40.0,80.0,16.742,G
240.0,40.0,40.0,80.0,20.767,G
220.0,40.0,40.0,80.0,26.169,G
200.0,40.0,40.0,80.0,33.261,G
180.0,40.0,40.0,80.0,42.624,G
160.0,40.0,40.0,80.0,55.427,G
140.0,40.0,40.0,80.0,72.882,G
120.0,40.0,40.0,80.0,98.969,G
100.0,40.0,40.0,80.0,136.891,G
80.0,40.0,40.0,80.0,172.890,G
60.0,40.0,40.0,80.0,182.068,G
40.0,40.0,40.0,80.0,181.641,G
20.0,40.0,40.0,80.0,180.352,G
0.0,40.0,40.0,80.0,180.097,G
-20.0,40.0,40.0,80.0,180.203,G
-40.0,40.0,40.0,80.0,180.832,G
-60.0,40.0,40.0,80.0,181.083,G
-80.0,40.0,40.0,80.0,168.115,G
-100.0,40.0,40.0,80.0,129.049,G
-120.0,40.0,40.0,80.0,92.919,G
-140.0,40.0,40.0,80.0,69.033,G
-160.0,40.0,40.0,80.0,52.490,G
-180.0,40.0,40.0,80.0,40.810,G
-200.0,40.0,40.0,80.0,32.221,G
-220.0,40.0,40.0,80.0,25.540,G
-240.0,40.0,40.0,80.0,20.472,G
-260.0,40.0,40.0,80.0,16.399,G
-280.0,40.0,40.0,80.0,13.406,G
-300.0,40.0,40.0,80.0,10.728,G
-320.0,40.0,40.0,80.0,8.909,G
-340.0,40.0,40.0,80.0,7.313,G
-360.0,40.0,40.0,80.0,5.921,G
-380.0,40.0,40.0,80.0,4.992,G
-400.0,40.0,40.0,80.0,4.246,G
-400.0,40.0,60.0,80.0,4.049,G
-380.0,40.0,60.0,80.0,4.588,G
-360.0,40.0,60.0,80.0,5.894,G
-340.0,40.0,60.0,80.0,7.253,G
-320.0,40.0,60.0,80.0,8.784,G
-300.0,40.0,60.0,80.0,10.706,G
-280.0,40.0,60.0,80.0,13.293,G
-260.0,40.0,60.0,80.0,16.366,G
-240.0,40.0,60.0,80.0,20.484,G
-220.0,40.0,60.0,80.0,25.682,G
-200.0,40.0,60.0,80.0,32.594,G
-180.0,40.0,60.0,80.0,41.665,G
-160.0,40.0,60.0,80.0,53.837,G
-140.0,40.0,60.0,80.0,70.643,G
-120.0,40.0,60.0,80.0,94.868,G
-100.0,40.0,60.0,80.0,131.462,G
-80.0,40.0,60.0,80.0,172.809,G
-60.0,40.0,60.0,80.0,185.488,G
-40.0,40.0,60.0,80.0,185.283,G
-20.0,40.0,60.0,80.0,184.470,G
0.0,40.0,60.0,80.0,184.026,G
20.0,40.0,60.0,80.0,184.136,G
40.0,40.0,60.0,80.0,185.368,G
60.0,40.0,60.0,80.0,186.656,G
80.0,40.0,60.0,80.0,178.681,G
100.0,40.0,60.0,80.0,140.558,G
120.0,40.0,60.0,80.0,101.729,G
140.0,40.0,60.0,80.0,75.260,G
160.0,40.0,60.0,80.0,57.160,G
180.0,40.0,60.0,80.0,44.183,G
200.0,40.0,60.0,80.0,34.680,G
220.0,40.0,60.0,80.0,27.269,G
240.0,40.0,60.0,80.0,21.732,G
260.0,40.0,60.0,80.0,17.390,G
280.0,40.0,60.0,80.0,14.254,G
300.0,40.0,60.0,80.0,11.460,G
320.0,40.0,60.0,80.0,9.387,G
340.0,40.0,60.0,80.0,7.740,G
360.0,40.0,60.0,80.0,6.241,G
380.0,40.0,60.0,80.0,5.285,G
400.0,40.0,60.0,80.0,4.506,G
400.0,-40.0,-60.0,170.0,-1.606,G
380.0,-40.0,-60.0,170.0,-1.800,G
360.0,-40.0,-60.0,170.0,-1.870,G
340.0,-40.0,-60.0,170.0,-2.052,G
320.0,-40.0,-60.0,170.0,-2.211,G
300.0,-40.0,-60.0,170.0,-2.405,G
280.0,-40.0,-60.0,170.0,-2.679,G
260.0,-40.0,-60.0,170.0,-2.994,G
240.0,-40.0,-60.0,170.0,-3.515,G
220.0,-40.0,-60.0,170.0,-4.067,G
200.0,-40.0,-60.0,170.0,-4.877,G
180.0,-40.0,-60.0,170.0,-6.322,G
160.0,-40.0,-60.0,170.0,-7.804,G
140.0,-40.0,-60.0,170.0,-9.291,G
120.0,-40.0,-60.0,170.0,-10.112,G
100.0,-40.0,-60.0,170.0,-9.571,G
80.0,-40.0,-60.0,170.0,-6.557,G
60.0,-40.0,-60.0,170.0,-5.149,G
40.0,-40.0,-60.0,170.0,5.130,G
20.0,-40.0,-60.0,170.0,-5.200,G
0.0,-40.0,-60.0,170.0,5.189,G
-20.0,-40.0,-60.0,170.0,-5.138,G
-40.0,-40.0,-60.0,170.0,-4.949,G
-60.0,-40.0,-60.0,170.0,-4.601,G
-80.0,-40.0,-60.0,170.0,-4.927,G
-100.0,-40.0,-60.0,170.0,-7.551,G
-120.0,-40.0,-60.0,170.0,-8.737,G
-140.0,-40.0,-60.0,170.0,-8.101,G
-160.0,-40.0,-60.0,170.0,-6.713,G
-180.0,-40.0,-60.0,170.0,-5.399,G
-200.0,-40.0,-60.0,170.0,-4.762,G
-220.0,-40.0,-60.0,170.0,-3.994,G
-240.0,-40.0,-60.0,170.0,-3.357,G
-260.0,-40.0,-60.0,170.0,-2.880,G
-280.0,-40.0,-60.0,170.0,-2.567,G
-300.0,-40.0,-60.0,170.0,-2.315,G
-320.0,-40.0,-60.0,170.0,-2.103,G
-340.0,-40.0,-60.0,170.0,-1.956,G
-360.0,-40.0,-60.0,170.0,-1.836,G
-380.0,-40.0,-60.0,170.0,-1.767,G
-400.0,-40.0,-60.0,170.0,-1.712,G
-400.0,-40.0,-40.0,170.0,-1.698,G
-380.0,-40.0,-40.0,170.0,-1.742,G
-360.0,-40.0,-40.0,170.0,-1.798,G
-340.0,-40.0,-40.0,170.0,-1.841,G
-320.0,-40.0,-40.0,170.0,-1.932,G
-300.0,-40.0,-40.0,170.0,-2.072,G
-280.0,-40.0,-40.0,170.0,-2.255,G
-260.0,-40.0,-40.0,170.0,-2.511,G
-240.0,-40.0,-40.0,170.0,-2.837,G
-220.0,-40.0,-40.0,170.0,-3.288,G
-200.0,-40.0,-40.0,170.0,-3.845,G
-180.0,-40.0,-40.0,170.0,-4.332,G
-160.0,-40.0,-40.0,170.0,-4.904,G
-140.0,-40.0,-40.0,170.0,-5.294,G
-120.0,-40.0,-40.0,170.0,-5.009,G
-100.0,-40.0,-40.0,170.0,-3.039,G
-80.0,-40.0,-40.0,170.0,-0.340,G
-60.0,-40.0,-40.0,170.0,0.572,G
-40.0,-40.0,-40.0,170.0,0.635,G
-20.0,-40.0,-40.0,170.0,0.485,G
0.0,-40.0,-40.0,170.0,0.344,G
20.0,-40.0,-40.0,170.0,0.273,G
40.0,-40.0,-40.0,170.0,0.210,G
60.0,-40.0,-40.0,170.0,0.027,G
80.0,-40.0,-40.0,170.0,-1.373,G
100.0,-40.0,-40.0,170.0,-4.176,G
120.0,-40.0,-40.0,170.0,-6.536,G
140.0,-40.0,-40.0,170.0,-6.777,G
160.0,-40.0,-40.0,170.0,-6.400,G
180.0,-40.0,-40.0,170.0,-5.671,G
200.0,-40.0,-40.0,170.0,-4.844,G
220.0,-40.0,-40.0,170.0,-4.101,G
240.0,-40.0,-40.0,170.0,-3.516,G
260.0,-40.0,-40.0,170.0,-3.040,G
280.0,-40.0,-40.0,170.0,-2.701,G
300.0,-40.0,-40.0,170.0,-2.413,G
320.0,-40.0,-40.0,170.0,-2.212,G
340.0,-40.0,-40.0,170.0,-2.063,G
360.0,-40.0,-40.0,170.0,-1.961,G
380.0,-40.0,-40.0,170.0,-1.899,G
400.0,-40.0,-40.0,170.0,1.851,G
400.0,-40.0,-20.0,170.0,-1.810,G
380.0,-40.0,-20.0,170.0,-1.850,G
360.0,-40.0,-20.0,170.0,-1.904,G
340.0,-40.0,-20.0,170.0,2.002,G
320.0,-40.0,-20.0,170.0,-2.127,G
300.0,-40.0,-20.0,170.0,-2.271,G
280.0,-40.0,-20.0,170.0,-2.479,G
260.0,-40.0,-20.0,170.0,-2.712,G
240.0,-40.0,-20.0,170.0,-3.062,G
220.0,-40.0,-20.0,170.0,-3.516,G
200.0,-40.0,-20.0,170.0,4.000,G
180.0,-40.0,-20.0,170.0,-4.600,G
160.0,-40.0,-20.0,170.0,-5.166,G
140.0,-40.0,-20.0,170.0,5.490,G
120.0,-40.0,-20.0,170.0,-5.325,G
100.0,-40.0,-20.0,170.0,-4.011,G
80.0,-40.0,-20.0,170.0,-2.495,G
60.0,-40.0,-20.0,170.0,-1.675,G
40.0,-40.0,-20.0,170.0,-1.052,G
20.0,-40.0,-20.0,170.0,-0.890,G
0.0,-40.0,-20.0,170.0,-0.853,G
-20.0,-40.0,-20.0,170.0,-0.817,G
-40.0,-40.0,-20.0,170.0,-0.779,G
-60.0,-40.0,-20.0,170.0,-0.755,G
-80.0,-40.0,-20.0,170.0,1.097,G
-100.0,-40.0,-20.0,170.0,-2.409,G
-120.0,-40.0,-20.0,170.0,-3.268,G
-140.0,-40.0,-20.0,170.0,-3.938,G
-160.0,-40.0,-20.0,170.0,-4.163,G
-180.0,-40.0,-20.0,170.0,-3.915,G
-200.0,-40.0,-20.0,170.0,-3.537,G
-220.0,-40.0,-20.0,170.0,-3.117,G
-240.0,-40.0,-20.0,170.0,-2.790,G
-260.0,-40.0,-20.0,170.0,-2.510,G
-280.0,-40.0,-20.0,170.0,-2.248,G
-300.0,-40.0,-20.0,170.0,-2.055,G
-320.0,-40.0,-20.0,170.0,-1.903,G
-340.0,-40.0,-20.0,170.0,-1.829,G
-360.0,-40.0,-20.0,170.0,-1.774,G
-380.0,-40.0,-20.0,170.0,-1.725,G
-400.0,-40.0,-20.0,170.0,-1.710,G
-400.0,-40.0,0.0,170.0,-1.661,G
-380.0,-40.0,0.0,170.0,-1.656,G
-360.0,-40.0,0.0,170.0,-1.671,G
-340.0,-40.0,0.0,170.0,-1.699,G
-320.0,-40.0,0.0,170.0,-1.739,G
-300.0,-40.0,0.0,170.0,-1.807,G
-280.0,-40.0,0.0,170.0,-1.917,G
-260.0,-40.0,0.0,170.0,-2.078,G
-240.0,-40.0,0.0,170.0,-2.296,G
-220.0,-40.0,0.0,170.0,-2.576,G
-200.0,-40.0,0.0,170.0,-2.917,G
-180.0,-40.0,0.0,170.0,-3.290,G
-160.0,-40.0,0.0,170.0,-3.603,G
-140.0,-40.0,0.0,170.0,-3.744,G
-120.0,-40.0,0.0,170.0,-3.617,G
-100.0,-40.0,0.0,170.0,-3.220,G
-80.0,-40.0,0.0,170.0,-2.780,G
-60.0,-40.0,0.0,170.0,-2.502,G
-40.0,-40.0,0.0,170.0,-2.437,G
-20.0,-40.0,0.0,170.0,-2.426,G
0.0,-40.0,0.0,170.0,-2.511,G
20.0,-40.0,0.0,170.0,-2.575,G
40.0,-40.0,0.0,170.0,-2.762,G
60.0,-40.0,0.0,170.0,-3.128,G
80.0,-40.0,0.0,170.0,-3.745,G
100.0,-40.0,0.0,170.0,-4.541,G
120.0,-40.0,0.0,170.0,-5.140,G
140.0,-40.0,0.0,170.0,-5.331,G
160.0,-40.0,0.0,170.0,-5.043,G
180.0,-40.0,0.0,170.0,-4.606,G
200.0,-40.0,0.0,170.0,4.031,G
220.0,-40.0,0.0,170.0,-3.463,G
240.0,-40.0,0.0,170.0,-2.995,G
260.0,-40.0,0.0,170.0,-2.671,G
280.0,-40.0,0.0,170.0,-2.361,G
300.0,-40.0,0.0,170.0,-2.164,G
320.0,-40.0,0.0,170.0,-1.996,G
340.0,-40.0,0.0,170.0,-1.884,G
360.0,-40.0,0.0,170.0,-1.803,G
380.0,-40.0,0.0,170.0,-1.767,G
400.0,-40.0,0.0,170.0,-1.735,G
400.0,-40.0,20.0,170.0,-1.695,G
380.0,-40.0,20.0,170.0,-1.683,G
360.0,-40.0,20.0,170.0,-1.710,G
340.0,-40.0,20.0,170.0,-1.810,G
320.0,-40.0,20.0,170.0,-1.897,G
300.0,-40.0,20.0,170.0,-1.984,G
280.0,-40.0,20.0,170.0,-2.145,G
260.0,-40.0,20.0,170.0,-2.353,G
240.0,-40.0,20.0,170.0,-2.726,G
220.0,-40.0,20.0,170.0,-3.140,G
200.0,-40.0,20.0,170.0,-3.623,G
180.0,-40.0,20.0,170.0,-4.287,G
160.0,-40.0,20.0,170.0,-5.039,G
140.0,-40.0,20.0,170.0,-5.802,G
120.0,-40.0,20.0,170.0,-6.375,G
100.0,-40.0,20.0,170.0,-6.634,G
80.0,-40.0,20.0,170.0,-6.400,G
60.0,-40.0,20.0,170.0,-5.894,G
40.0,-40.0,20.0,170.0,-5.484,G
20.0,-40.0,20.0,170.0,-5.215,G
0.0,-40.0,20.0,170.0,-5.076,G
-20.0,-40.0,20.0,170.0,-5.068,G
-40.0,-40.0,20.0,170.0,-5.082,G
-60.0,-40.0,20.0,170.0,-5.054,G
-80.0,-40.0,20.0,170.0,-4.955,G
-100.0,-40.0,20.0,170.0,-4.849,G
-120.0,-40.0,20.0,170.0,-4.789,G
-140.0,-40.0,20.0,170.0,-4.531,G
-160.0,-40.0,20.0,170.0,-4.100,G
-180.0,-40.0,20.0,170.0,-3.641,G
-200.0,-40.0,20.0,170.0,-3.161,G
-220.0,-40.0,20.0,170.0,-2.718,G
-240.0,-40.0,20.0,170.0,-2.382,G
-260.0,-40.0,20.0,170.0,-2.116,G
-280.0,-40.0,20.0,170.0,-1.897,G
-300.0,-40.0,20.0,170.0,-1.783,G
-320.0,-40.0,20.0,170.0,-1.674,G
-340.0,-40.0,20.0,170.0,-1.631,G
-360.0,-40.0,20.0,170.0,-1.589,G
-380.0,-40.0,20.0,170.0,-1.560,G
-400.0,-40.0,20.0,170.0,-1.534,G
-400.0,-40.0,40.0,170.0,-1.482,G
-380.0,-40.0,40.0,170.0,-1.481,G
-360.0,-40.0,40.0,170.0,-1.475,G
-340.0,-40.0,40.0,170.0,-1.471,G
-320.0,-40.0,40.0,170.0,-1.475,G
-300.0,-40.0,40.0,170.0,-1.513,G
-280.0,-40.0,40.0,170.0,-1.602,G
-260.0,-40.0,40.0,170.0,-1.735,G
-240.0,-40.0,40.0,170.0,-1.934,G
-220.0,-40.0,40.0,170.0,-2.240,G
-200.0,-40.0,40.0,170.0,-2.748,G
-180.0,-40.0,40.0,170.0,-3.432,G
-160.0,-40.0,40.0,170.0,-4.415,G
-140.0,-40.0,40.0,170.0,-5.943,G
-120.0,-40.0,40.0,170.0,-7.306,G
-100.0,-40.0,40.0,170.0,-8.591,G
-80.0,-40.0,40.0,170.0,-9.334,G
-60.0,-40.0,40.0,170.0,-9.783,G
-40.0,-40.0,40.0,170.0,-9.800,G
-20.0,-40.0,40.0,170.0,-9.717,G
0.0,-40.0,40.0,170.0,-9.706,G
20.0,-40.0,40.0,170.0,-9.850,G
40.0,-40.0,40.0,170.0,-10.167,G
60.0,-40.0,40.0,170.0,-10.704,G
80.0,-40.0,40.0,170.0,-11.106,G
100.0,-40.0,40.0,170.0,-10.956,G
120.0,-40.0,40.0,170.0,-9.653,G
140.0,-40.0,40.0,170.0,8.190,G
160.0,-40.0,40.0,170.0,-6.555,G
180.0,-40.0,40.0,170.0,-5.073,G
200.0,-40.0,40.0,170.0,-4.200,G
220.0,-40.0,40.0,170.0,-3.281,G
240.0,-40.0,40.0,170.0,-2.710,G
260.0,-40.0,40.0,170.0,-2.294,G
280.0,-40.0,40.0,170.0,-1.994,G
300.0,-40.0,40.0,170.0,-1.823,G
320.0,-40.0,40.0,170.0,-1.687,G
340.0,-40.0,40.0,170.0,-1.604,G
360.0,-40.0,40.0,170.0,1.578,G
380.0,-40.0,40.0,170.0,1.557,G
400.0,-40.0,40.0,170.0,-1.549,G
400.0,-40.0,60.0,170.0,-1.490,G
380.0,-40.0,60.0,170.0,-1.477,G
360.0,-40.0,60.0,170.0,-1.486,G
340.0,-40.0,60.0,170.0,-1.542,G
320.0,-40.0,60.0,170.0,-1.586G -1.590,G
300.0,-40.0,60.0,170.0,-1.652,G
280.0,-40.0,60.0,170.0,-1.728,G
260.0,-40.0,60.0,170.0,-1.933,G
240.0,-40.0,60.0,170.0,-2.232,G
220.0,-40.0,60.0,170.0,-2.857,G
200.0,-40.0,60.0,170.0,-3.793,G
180.0,-40.0,60.0,170.0,-5.532,G
160.0,-40.0,60.0,170.0,-8.270,G
140.0,-40.0,60.0,170.0,-11.590,G
120.0,-40.0,60.0,170.0,-15.505,G
100.0,-40.0,60.0,170.0,-18.578,G
80.0,-40.0,60.0,170.0,-20.491,G
60.0,-40.0,60.0,170.0,-20.207,G
40.0,-40.0,60.0,170.0,-19.467,G
20.0,-40.0,60.0,170.0,-18.801,G
0.0,-40.0,60.0,170.0,-18.443,G
-20.0,-40.0,60.0,170.0,-18.436,G
-40.0,-40.0,60.0,170.0,-18.700,G
-60.0,-40.0,60.0,170.0,-19.088,G
-80.0,-40.0,60.0,170.0,-18.902,G
-100.0,-40.0,60.0,170.0,-16.256,G
-120.0,-40.0,60.0,170.0,-13.056,G
-140.0,-40.0,60.0,170.0,-9.771,G
-160.0,-40.0,60.0,170.0,-6.788,G
-180.0,-40.0,60.0,170.0,-4.744,G
-200.0,-40.0,60.0,170.0,-3.197,G
-220.0,-40.0,60.0,170.0,-2.495,G
-240.0,-40.0,60.0,170.0,-1.964,G
-260.0,-40.0,60.0,170.0,-1.666,G
-280.0,-40.0,60.0,170.0,-1.484,G
-300.0,-40.0,60.0,170.0,1.394,G
-320.0,-40.0,60.0,170.0,-1.352,G
-340.0,-40.0,60.0,170.0,-1.332,G
-360.0,-40.0,60.0,170.0,-1.326,G
-380.0,-40.0,60.0,170.0,-1.372,G
-400.0,-40.0,60.0,170.0,-1.359,G
-400.0,-20.0,60.0,170.0,-1.415,G
-380.0,-20.0,60.0,170.0,-1.431,G
-360.0,-20.0,60.0,170.0,-1.402,G
-340.0,-20.0,60.0,170.0,-1.374,G
-320.0,-20.0,60.0,170.0,-1.363,G
-300.0,-20.0,60.0,170.0,-1.360,G
-280.0,-20.0,60.0,170.0,-1.385,G
-260.0,-20.0,60.0,170.0,-1.420,G
-240.0,-20.0,60.0,170.0,-1.521,G
-220.0,-20.0,60.0,170.0,-1.728G -1.706,G
-200.0,-20.0,60.0,170.0,-2.071,G
-180.0,-20.0,60.0,170.0,-2.637,G
-160.0,-20.0,60.0,170.0,-3.978,G
-140.0,-20.0,60.0,170.0,-5.454,G
-120.0,-20.0,60.0,170.0,-7.129,G
-100.0,-20.0,60.0,170.0,-8.787,G
-80.0,-20.0,60.0,170.0,-10.052,G
-60.0,-20.0,60.0,170.0,-10.271,G
-40.0,-20.0,60.0,170.0,-10.290,G
-20.0,-20.0,60.0,170.0,-10.237,G
0.0,-20.0,60.0,170.0,-10.306,G
20.0,-20.0,60.0,170.0,-10.510,G
40.0,-20.0,60.0,170.0,-10.854,G
60.0,-20.0,60.0,170.0,-11.274,G
80.0,-20.0,60.0,170.0,-11.608,G
100.0,-20.0,60.0,170.0,-11.128,G
120.0,-20.0,60.0,170.0,-9.495,G
140.0,-20.0,60.0,170.0,-7.711,G
160.0,-20.0,60.0,170.0,-5.549,G
180.0,-20.0,60.0,170.0,-3.952,G
200.0,-20.0,60.0,170.0,-3.112,G
220.0,-20.0,60.0,170.0,-2.457,G
240.0,-20.0,60.0,170.0,-2.052,G
260.0,-20.0,60.0,170.0,-1.847,G
280.0,-20.0,60.0,170.0,-1.694,G
300.0,-20.0,60.0,170.0,-1.584,G
320.0,-20.0,60.0,170.0,-1.535,G
340.0,-20.0,60.0,170.0,-1.509,G
360.0,-20.0,60.0,170.0,-1.532,G
380.0,-20.0,60.0,170.0,-1.534,G
400.0,-20.0,60.0,170.0,-1.524,G
400.0,-20.0,40.0,170.0,-1.534,G
380.0,-20.0,40.0,170.0,-1.533,G
360.0,-20.0,40.0,170.0,-1.542,G
340.0,-20.0,40.0,170.0,-1.577,G
320.0,-20.0,40.0,170.0,-1.606,G
300.0,-20.0,40.0,170.0,-1.650,G
280.0,-20.0,40.0,170.0,-1.710,G
260.0,-20.0,40.0,170.0,-1.834,G
240.0,-20.0,40.0,170.0,-2.022,G
220.0,-20.0,40.0,170.0,-2.274,G
200.0,-20.0,40.0,170.0,-2.664,G
180.0,-20.0,40.0,170.0,-3.125,G
